ID,ID_Ristow,ID_Khatchatrian,Page_Khatchatrian,Page_Khatchatrian_1982_Suppl,Pelagios_ID,Place_name_modern,Localisation,X_coordinates,Y_coordinates,Localisation_certainty,Localisation_notes,Certainty,Place_name_full_precisely_transcribed_from_Ristow,Near,Place_name_ancient,Place_name_alternative_forms,State_modern,Region_modern,Island,Region_ancient,Province_ancient,Date_Ristow,Built_after_or_in,Built_before_or_in,Date_century_from_ante_quem,Date_average,Date_century_from_average,Date_certainty,Separate_Building_or_Part_of_the_Church,Place_specification,Patrocinium,Building_orientation,Building_shape_1,Building_shape_2,Building_shape_3,Building_shape_note,Entrance_from,Entrance_room,Apse,Piscina_location,Piscina_shape_1,Piscina_shape_2,Piscina_shape_3,Piscina_shape_4,Piscina_shape_5,Piscina_shape_6,Piscina_shape_note,Additional_piscina,Monolithic_piscina,Piscina_steps_number_max,Piscina_steps_from_direction,Piscina_depth_cm,Piscina_depth_precise,Piscina_height_cm,Not_totally_full,Ciborium,Ciborium_supports_no,Plan_reference,Plan,Photo,Notes,
533,531,,,,,Adamclisi,"Adamclisi, Romania",27.95,44.08,1,,certain or very probable,"Adamclisi (Adam-Klissi/Tropeos/Tropaeum Traiani) {Dobrudja}, Marmokirche (B); Phase: 1",,"Tropeos, Tropaeum Traiani","Adamclisi , Adam-Klissi",Romania,,,Dobrudja,,4 (?),300,399,4,350,4,n,c,Marmokirche (B),,SW,rectangle,,,,S,,N,N,cross,square,,,,,"cross (?), square-vierpaßförmig",,,,,,,,,,,"Barnea 1977, 176, Fig. 60,2",,,,
534,532,176,,,,Adamclisi,"Adamclisi, Romania",27.95,44.08,1,,certain or very probable,"Adamclisi (Adam-Klissi/Tropeos/Tropaeum Traiani) {Dobrudja}, Marmokirche (B); Phase: 2",,"Tropeos, Tropaeum Traiani","Adamclisi, Adam-Klissi",Romania,,,Dobrudja,,6,500,599,6,550,6,,c,Marmokirche (B),,SW,trefoil,,,,N,,"N, E, W",E,,,,,,,,,,,,,,,,,,"Bogdan Cătăniciu in: ACA 12,1, 579, Fig. 1",,,,
535,533,,,,,Argamum,"Argamum, Romania",28.94,44.76,1,,certain or very probable,"Cap Dolojman (Argamum), Hauptkirche",,Argamum,Cap Dolojman,Romania,,,,,6,500,599,6,550,6,,c,main church,,SSE,rectangle,,,,"N, S, E","N, E",,N,round,,,,,,,,,,,52,,,,,,"Barnea 1977, 142, Fig. 48,1",,,,
536,534,,,,,Argamum,"Argamum, Romania",28.94,44.76,1,,certain or very probable,"Cap Dolojman (Argamum), Kirche II",,Argamum,Cap Dolojman,Romania,,,,,fma,500,999,10,750,8,,c,church II,,SSE,rectangle,,,,"N, S",N,,SE,oval,,,,,,,,,,,60,,,,,,"Barnea 1977, 142, Fig. 48,2",,,,
537,535,,133,,,Cernavodă,"Cernavodă, Romania",28.03,44.34,1,,certain or very probable,Cernavodă (Tcherna-Voda/Cernacoda/Hinog/Axiopolis) {Dobrudja},,"Hinog, Axiopolis","Cernavodă, Tcherna-Voda, Cernacoda",Romania,,,Dobrudja,,fma,500,999,10,750,8,,,,,SE,rectangle,,,,,,,,quatrefoil,,,,,,,,,,,50,,,,,,,,,,
538,536,,,,,Histria,"Histria, Romania",28.77,44.55,1,,certain or very probable,"Histria (Istria), Kirche V",,,"Histria, Istria",Romania,,,,,500 (um),475,524,6,500,6,,c,church V,,SE,rectangle,,,,N,N,,NE,round,rectangle,,,,,,,,,,,,,,,,"Barnea 1977, 137, Fig. 46,2",,,,
539,537,,,,,Zelenchuk,"Zelenchuk, Russia",41.28,43.57,1,,certain or very probable,Zelentschuk (Zéléntchouk) {Kaukasus} [Зeлeнчук],,,"Zelentschuk, Zéléntchouk, Зeлeнчук",Russia,Caucasia,,,,MA (10),900,999,10,950,10,,,,,NW,rectangle,,,?,S,S,,E,square,,,,,,,,,,,132,,,,,,,,,,
540,538,,,,,Brig-Glis,"Brig-Glis, Switzerland",7.98,46.29,1,,certain or very probable,"Brig-Glis {Wallis}, St. Maria (Unsere Liebe Frau vom Glisacker)",,,Brig-Glis,Switzerland,Wallis,,,,500-600,500,600,7,550,6,,c,St. Maria (Our Lady of Glisacker),Mary,W,square,,,,"N, S, E","N, S",,M,rectangle,octogon,,,,,,,,,,40,,,,y,4/6/8 (?),"Descoeudres/Sarott 1986, 373, Abb. 2; 379, Abb. 5 [Rek. Pisc.]; Abb. 24ff.; JSS, 147 (Abb.)",,,,
541,539,,,,,Disentis-Mustér,"Disentis-Mustér, Switzerland",8.85,46.73,1,,certain or very probable,"Disentis-Mustér {Graubünden}, St. Maria III; Phase: 2",,,Disentis-Mustér,Switzerland,Graubünden,,,,800 (um?),775,824,9,800,9,n,c,St. Maria III,Mary,NW,rectangle,,,,open,,3,NW,round,,,,,,,,,,,,,,,,,"JSS, 93 (Abb.); Jäggi u. a. 1993, 151, Abb. 143,2",,,,
542,540,,,,,Genève,"Genève, Switzerland",6.15,46.20,1,,certain or very probable,"Genf (Genève) {Genf}, St. Peter (Kathedrale, altes Bpt); Phase: 1",,,"Genf, Genève",Switzerland,Genf,,,,370-380,370,380,4,375,4,,c,"St. Peter (Ccathedral, old bpt)",Peter,SE,rectangle,,,,N,N,,NW,square,,,,,,,,,,,,,,,,,"Bonnet in: ACA 11, 1410, Fig. 1; Bonnet 1994, fig. 1; Bonnet 1995, 153, Fig. 1; Bonnet 1996 102, Fig. 1","Ristow 44, Abb. 7",,,
543,541,,,,,Genève,"Genève, Switzerland",6.15,46.20,1,,certain or very probable,"Genf (Genève) {Genf}, St. Peter (Kirchenfamilie der Kathedrale, altes Bpt); Phase: 2",,,"Genf, Genève",Switzerland,Genf,,,,400 (um),375,424,5,400,5,,c,"St. Peter (church family of the cathedral, old Bpt)","Peter, kirchenfamilie?",S,rectangle,,,,N,N,E,NW,square,,,,,,,,,,,,,,,,,"Bonnet 1986, 23 (Abb.); Bonnet in: ACA 11, 1410, Fig. 1; JSS n. S. 144; Bonnet 1994, fig. 1; Bonnet 1996 102, Fig. 1","Ristow 44, Abb. 7",,,
544,542,,,113,,Genève,"Genève, Switzerland",6.15,46.20,1,,certain or very probable,"Genf (Genève) {Genf}, St. Peter (Kirchenfamilie der Kathedrale, mittleres Bpt); Phase: 3",,,"Genf, Genève",Switzerland,Genf,,,,400 (um),375,424,5,400,5,,c,"St. Peter (church family of the cathedral, middle bpt)","Peter, kirchenfamilie?",M,rectangle,,,,N,"N, S, W",E,M,square,octogon,,,,,,,,,,,,,,y,8,"Bonnet in: ACA 11, 1412, Fig. 2; JSS n. S. 144; Bonnet 1994, fig. 1; Bonnet 1996 102, Fig. 1","Ristow 44, Abb. 7",Ristow Tafel 30a,,
545,543,,,113,,Genève,"Genève, Switzerland",6.15,46.20,1,,certain or very probable,"Genf (Genève) {Genf}, St. Peter (Kirchenfamilie der Kathedrale, mittleres Bpt); Phase: 4",,,"Genf, Genève",Switzerland,Genf,,,,6,500,599,6,550,6,,c,"St. Peter (church family of the cathedral, middle bpt)","Peter, kirchenfamilie?",ME,rectangle,,,,N,"N, S, W",E,ME,octogon,,,,,,,,,,,,,,,y,8,"Bonnet in: ACA 11, 1414, Fig. 3; JSS n. S. 144; Bonnet 1994, fig. 1; Bonnet 1996 102, Fig. 1","Ristow 44, Abb. 7",,,
546,544,,,113,,Genève,"Genève, Switzerland",6.15,46.20,1,,certain or very probable,"Genf (Genève) {Genf}, St. Peter (Kirchenfamilie der Kathedrale, mittleres Bpt); Phase: 5",,,"Genf, Genève",Switzerland,Genf,,,,6/7,500,699,7,600,7,,c,"St. Peter (church family of the cathedral, middle bpt)","Peter, kirchenfamilie?",ME,rectangle,,,,N,"N, S, W",,MW,round,pentagon,,,,,pentagon with ciborium projections,,,1,,48,,,,y,5,"Bonnet in: ACA 11, 1415, Fig. 4; JSS n. S. 144; Bonnet 1994, fig. 1; Bonnet 1996 102, Fig. 1","Ristow 44, Abb. 7",,,
547,545,,,113,,Genève,"Genève, Switzerland",6.15,46.20,1,,certain or very probable,"Genf (Genève) {Genf}, St. Peter (Kathedrale, neues Bpt); Phase: 6",,,"Genf, Genève",Switzerland,Genf,,,,6/7,500,699,7,600,7,,c,"St. Peter (Cathedral, new Bpt)",Peter,SE,rectangle,,,,S,S,,SE,octogon,,,,,,,,,,,,,,,,,"Bonnet in: ACA 11, 1415, Fig. 4; JSS n. S. 144; Bonnet 1994, fig. 1; Bonnet 1996 102, Fig. 1","Ristow 44, Abb. 7",,,
548,546,,,,,Martigny,"Martigny, Switzerland",7.07,46.10,1,,certain or very probable,"Martigny (Octodurum/Forum Claudii Valensium) {Wallis}, Bischofskirche",,"Octodurum, Forum Claudii Valensium",Martigny,Switzerland,Wallis,,,,4/5,300,499,5,400,5,,c,episcopal church,,SE,rectangle,,,,W,W,,E,horseshoe,,,,,,,,,2,W,40,,,y,,,"Lehner u. a. 1993, o. S. (Abb.); Lehner/Wiblé 1994, 59, fig. 9; Sennhauser in: Cardani 1995, 16, Tav. 1,1; 22, Tav. 7,1; Faccani/Meier 1996, 253, Fig. 3; Lehner/Wiblé 1996, 106, Fig. 2",,Ristow Tafel 28b,,
549,547,358,,,,Riva San Vitale,"Riva San Vitale, Switzerland",8.97,45.90,1,,certain or very probable,"Riva San Vitale {Tessin}, St. Johannes Baptista; Phase: 1",,,Riva San Vitale,Switzerland,Tessin,,,,5 (um 500),475,524,6,500,6,,,St. John Baptista,John the Baptist,N,octogon,,,niches,"E, W, S, N",,,M,octogon,,,,,,station for the Baptist in the east,,,2,,66,,,y,,,"Perler 1957, Taf. II; OSS, 284; Jäggi 1996, 85, Abb 75","Ristow 40, Abb. 5",,,
550,548,358,,,,Riva San Vitale,"Riva San Vitale, Switzerland",8.97,45.90,1,,certain or very probable,"Riva San Vitale {Tessin}, St. Johannes Baptista; Phase: 2",,,Riva San Vitale,Switzerland,Tessin,,,,500-(?),500,unknown,#VALUE!,500,6,n,,St. John Baptista,John the Baptist,N,octogon,,,niches,"N, S, W",,E,M,octogon,,,,,,station for the Baptist in the east,,,2,,57,,,,,,"Perler 1957, Taf. II; OSS, 284; Jäggi 1996, 85, Abb 75","Ristow 40, Abb. 5",,,
551,549,,,,,Riva San Vitale,"Riva San Vitale, Switzerland",8.97,45.90,1,,certain or very probable,"Riva San Vitale {Tessin}, St. Johannes Baptista; Phase: 3",,,Riva San Vitale,Switzerland,Tessin,,,,7-9,600,899,9,750,8,,,St. John Baptista,John the Baptist,N,octogon,,,niches,"N, S, W",,E,M,round,,,,,,,,y,,,55,,70,,,,"Perler 1957, Taf. II; OSS, 284","Ristow 40, Abb. 5",Ristow Tafel 29c,,
552,550,357,,,,Saint-Maurice,"Saint-Maurice, Switzerland",7.00,46.22,1,,certain or very probable,"Saint-Maurice (Agaunum) {Wallis}, Kreuzgang; Phase: 2",,Argamum,Saint-Maurice,Switzerland,Wallis,,,,6 (2. H.),550,599,6,575,6,,,Kreuzgang,,SE,square,,,,W,W,,M,oval,round,,,,,open access,,,2,"N, S",65,,,,y,4,"Blondel 1949, 17, Fig. 1; Perler 1957, Abb. 2; OSS, 299 (Abb.)",,Ristow Tafel 30c,,
553,551,357,,,,Saint-Maurice,"Saint-Maurice, Switzerland",7.00,46.22,1,,certain or very probable,"Saint-Maurice (Agaunum) {Wallis}, Kreuzgang; Phase: 3",,Argamum,Saint-Maurice,Switzerland,Wallis,,,,8/9,700,899,9,800,9,,,Kreuzgang,,SE,square,,,,W,W,E,M,oval,round,,,,,,,,2,"N, S, E, W",57,,,,y,4,"Blondel 1949, 17, Fig. 1; Perler 1957, Abb. 2; OSS, 299 (Abb.)",,Ristow Tafel 30c,,
554,552,,,,,Saint-Maurice,"Saint-Maurice, Switzerland",7.00,46.22,1,,certain or very probable,"Saint-Maurice (Agaunum) {Wallis}, Kreuzgang; Phase: 4",,Argamum,Saint-Maurice,Switzerland,Wallis,,,,MA,500,1099,11,800,9,,,Kreuzgang,,SE,square,,,,W,W,,M,round,,,,,,,,y,,,,,,,,,"Blondel 1949, 20, Fig. 2, III [Pisc.]",,Ristow Tafel 30c,,
555,553,,,,,Vandoeuvres,"Vandoeuvres, Switzerland",6.20,46.22,1,,certain or very probable,Vandoeuvres {Genf},,,Vandoeuvres,Switzerland,Genf,,,,5,400,499,5,450,5,,,,,N,rectangle,,,irregual,,"N, E",,MS,round,,,,,,,,,,,,,,,,,"Terrier 1991, 231, fig. 2,5; Sennhauser in: Cardani 1995, 20, Tav. 5,3",,,,
556,554,,144,,,Zurzach,"Zurzach, Switzerland",8.29,47.59,1,,certain or very probable,"Zurzach (Tenedo) {Aargau}, Kastellkirche auf dem Kirchlibuck; Phase: 1",,Tenedo,Zurzach,Switzerland,Aargau,,,,5,400,499,5,450,5,,c,castle church on the Kirchlibuck -at the corner of the castle wall,,SE,irregular,,,,"N, W","W, E",,E,square,,,,,,,,,2,W,60,,,,,,"Perler 1957, 83, Abb. 1; OSS 396 (Abb.); Degen 1970, 47 (Abb.)",,,,
557,555,,144,,,Zurzach,"Zurzach, Switzerland",8.29,47.59,1,,certain or very probable,"Zurzach (Tenedo) {Aargau}, Kastellkirche auf dem Kirchlibuck; Phase: 2",,Tenedo,Zurzach,Switzerland,Aargau,,,,5/6 (?),400,599,6,500,6,n,c,castle church on the Kirchlibuck -at the corner of the castle wall,,SE,irregular,,,,"N, W","W, E",,E,rectangle,,,,,,,,,2,W,56,,,,,,"OSS 396 (Abb.); Degen 1970, 47 (Abb.)",,,,
558,556,,144,,,Zurzach,"Zurzach, Switzerland",8.29,47.59,1,,certain or very probable,"Zurzach (Tenedo) {Aargau}, Kastellkirche auf dem Kirchlibuck; Phase: 3",,Tenedo,Zurzach,Switzerland,Aargau,,,,6/7 (?),500,699,7,600,7,n,c,castle church on the Kirchlibuck -at the corner of the castle wall,,SE,irregular,,,,"N, W","W, E",,E,rectangle,,,,,,,,,2,W,56,,,,,,"OSS 396 (Abb.); Degen 1970, 47 (Abb.)",,,,
559,557,,,,,Celje,"Celje, Slovenia",15.26,46.23,1,,certain or very probable,"Celje (Celeia), an der Gubceva Ulica",,,"Celje, Celeia",Slovenia,,,,,400 (um?),375,424,5,400,5,n,,at the Gubceva Ulica,,,rectangle,,,,,,,,octogon,,,,,,with ciborium projections,,,2,"N, S",,,,,y,8,"Vogrin 1991, 28f. (Abb.)","Ristow 32, Abb. 1",,,
560,558,,114,,,Ljubljana,"Ljubljana, Slovenia",14.51,46.05,1,,certain or very probable,"Ljubljana (Emona/Laibach), Kirchenkomplex (Südbasilika)",,,"Ljubljana, Emona, Laibach",Slovenia,,,,,408-423,408,423,5,416,5,,c,church complex (south basilica),,S,rectangle,,,,,,,M,octogon,octogon,,,,,2 - octogon with ciborium projections,,,2,"E, W",67,,,,,,"Plesničar-Geč 1972, 371 (Abb.); Plesničar-Geč 1983, T. 60; Knific 1991, 14, sl. 6ff.",,,,
561,559,,,,,Rifnik,"Rifnik, Slovenia",15.41,46.20,1,,certain or very probable,"Rifnik, Ostkirche",,,Rifnik,Slovenia,,,,,6 (Mitte),525,574,6,550,6,,c,eastern church,,N,rectangle,,,,"E, W, S","E, W",,N,cross,,,,,,(?),,,,,,,,,,,"Ciglenečki 1987, 56, Abb. 60 [Übersicht]; Knific 1991, 24, sl. 48",,,,
562,560,,,,,Veliki Korinj,"Veliki Korinj, Slovenia",14.77,45.84,1,,certain or very probable,Veliki Korinj (Korinjski Hrip),,,"Veliki Korinj, Korinjski Hrip",Slovenia,,,,,5/6 (Ende),400,599,6,500,6,,c,,,N,inside the church,,,,open,open,,S,rectangle,,,,,,,,,,,,,,,,,"Ciglenečki 1987, 102, Abb. 151 [Übersicht]",,,,
563,561,,,,,Vranje,"Vranje, Slovenia",15.35,46.03,1,,certain or very probable,"Vranje, Ajdovski Gradec (Untere Kirche/N-Kirche)",,,"Vranje, Ajdovski Gradec",Slovenia,,,,,6 (541-?),541,unknown,#VALUE!,541,6,n,,Untere Kirche/N-Kirche,,N,rectangle,,,,"S, W","S, W",E,M,horseshoe,hexagon,,,,,,,,1,W,98,,,,,,"Petru/Ulbert 1975, 46ff., Abb. 8ff.; Ulbert in: ACA 10,1 174, Abb. 9; Ciglenečki 1987, 67, Abb. 79 [Übersicht]; Ulbert 1988, 288, Abb. 192 (Plan); JSS, 440 (Abb.); Knific 1991, 20, sl. 29; 23, sl. 43a; Glaser 1993, 178, Abb.7",,,,
564,562,,,,,Alcontenar,"Alcontenar, Spain",,,4,,certain or very probable,Alcontenar {Cáceres},,,Alcontenar,Spain,Cáceres,,,,6,500,599,6,550,6,,,,,N,rectangle,,,,"W, E, S","W, E, S",,ME,rectangle,,,,,,,2,,3,"E, W",80,,,,,,"Schlunk/Hauschild 1978, 45, Abb. 24; 50, Abb. 27i [Pisc.]; Ulbert 1978, 150, Abb. 64 [Pisc.]; Godoy Fernández in: ACA 11, 631, Fig. 12",,,,
565,563,348,,,,Aljezares,"Aljezares, Spain",-1.11,37.94,1,,certain or very probable,Aljezares {Murcia},,,Aljezares,Spain,Murcia,,,,6 (2. H.),550,599,6,575,6,,,,,SW,round,,,,"E, W","W, E",,M,oval,,,,,,open access,,,4,"E, W",160,n,,,,,"Palol 1967, 168, Fig. 65; Schlunk/Hauschild 1978, 50, Abb. 27m [Pisc.]; 166, Abb. 96",,,,
566,564,,,108,,Barcelona,"Barcelona, Spain",2.16,41.39,1,,certain or very probable,"Barcelona (Barcino) {Barcelona}, Kathedrale, Phase: 1",,,"Barcelona, Barcino",Spain,,,,,5 (1. H.?),500,549,6,525,6,n,c,cathedral,,W,rectangle,,,?,E,E,,M,rectangle,,,,,,(?),,,,,,,,,y,4,"Schlunk/Hauschild 1978, 38, Abb. 18; Palol in: ACA 11, 2010, Fig. 22",,,,
567,565,,,108,,Barcelona,"Barcelona, Spain",2.16,41.39,1,,certain or very probable,"Barcelona (Barcino) {Barcelona}, Kathedrale, Phase: 2",,,"Barcelona, Barcino",Spain,,,,,5 (2. H.?),550,599,6,575,6,n,c,cathedral,,W,rectangle,,,?,E,E,,M,cross,,,,,,(?),,,,,,,,,y,4,"Schlunk/Hauschild 1978, 38, Abb. 18; Palol in: ACA 11, 2010, Fig. 23",,,,
568,566,,,108,,Barcelona,"Barcelona, Spain",2.16,41.39,1,,certain or very probable,"Barcelona (Barcino) {Barcelona}, Kathedrale, Phase: 3",,,"Barcelona, Barcino",Spain,,,,,6/7 (?),500,699,7,600,7,n,c,cathedral,,W,rectangle,,,,E,E,,M,cross,octogon,,,,,,,,3,,116,,,,y,8,"Schlunk/Hauschild 1978, 38, Abb. 18; 50, Abb. 27a [Pisc.]; Palol in: ACA 11, 2011, Fig. 24",,Ristow Tafel 26d,,
569,567,379,,,,Burguillos,"Burguillos, Spain",-5.97,37.58,1,,certain or very probable,Burguillos {Badajoz},,,Burguillos,Spain,Badajoz,,,,7,600,699,7,650,7,,,,,W,rectangle,,,,E,,,SE,cross,,,,,,cross (round),,,,,45,,,,,,"Martinez 1898, 359f. (Abb.); Schlunk/Hauschild 1978, 44, Abb. 22",,,,
570,568,,,,,Cáceres,"Cáceres, Spain",-6.37,39.48,1,,certain or very probable,"Cáceres {Cáceres}, El Gatilo de Arriba; Phase: 1",,El Gatilo de Arriba,Cáceres,Spain,Cáceres,,,,500 (um),475,524,6,500,6,,,,,SE,rectangle,,,,"N, N, W",W,E,E,rectangle,,,,,,? irregular,,,,,,,,,,,"Caballero Zoreda 1988, 253, Fig. 1; Caballero Zoreda/Galera/Garralda 1991, n. S. 472, Fig. 1ff.; Arbeiter 1997, 12, Abb. 26",,,,
571,569,,,,,Cáceres,"Cáceres, Spain",-6.37,39.48,1,,certain or very probable,"Cáceres {Cáceres}, El Gatilo de Arriba; Phase: 2",,El Gatilo de Arriba,Cáceres,Spain,Cáceres,,,,600 (um),575,624,7,600,7,,,,,SW,rectangle,,,,"N, W",,,M,rectangle,cross,,,,,,2,,3,"E, W",68,,,,,,"Caballero Zoreda/Galera/Garralda 1991, n. S. 472, Fig. 1ff.",,,,
572,570,,,,,Casa Herrera,"Casa Herrera, Spain",-1.14,37.74,1,,certain or very probable,Casa Herrera {Badajoz},,,Casa Herrera,Spain,Badajoz,,,,6 (2. H.),550,599,6,575,6,,,,,NE,rectangle,,,,"N, E, W","N, E, W",,E,rectangle,,,,,,,2,,7,"E, W",150,,,,y,6,"Schlunk/Hauschild 1978, 50, Abb. 27k [Pisc.]; Ulbert 1978, 20, Abb. 10 [Pisc.]; 155, Abb. 68 [Pisc.]; 167, Abb. 73; Godoy Fernández 1986, 126, Fig. 1; Godoy Fernández  in: ACA 11, 616, Fig. 2 [Pisc]",Ristow Tafel 19c,,,
573,571,,,,,El Bovalar,"El Bovalar, Spain",0.43,41.46,1,,certain or very probable,El Bovalar (Bobalá-Serós) {Lérida},,,El Bovalar,Spain,Lérida,,,,5/6 (Ende),400,599,6,500,6,,,,,W,rectangle,,,,"E, W",E,,ME,rectangle,,,,,,,,,3,N,80,,,,y,4,"Schlunk/Hauschild 1978, 50, Abb. 27n [Pisc.]; Ulbert 1978, 147, Abb. 161 [Pisc.]; 155, Abb. 68 [Pisc.]; 167, Abb. 73; Godoy Fernández 1995, 225, Fig. 38;",,https://de.wikipedia.org/wiki/El_Bovalar,,
574,572,,63,,,Alcaracejos,"Alcaracejos, Spain",-4.97,38.39,1,,certain or very probable,El Germo (Alcaracejos/b. Pozoblanco) {Córdoba},Pozoblanco,,El Germo,Spain,Córdoba,,,,7 (Anfang),600,624,7,612,7,,,,,SE,rectangle,,,,"N, W","N, W",,M,oval,,,,,,open access,,,2,"E, W",85,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27a [Pisc.]; 177, Abb. 102;  Ulbert 1978, 145, Abb. 58; 169, Abb. 74",,,,
575,573,,,,,El Guijo,"El Guijo, Spain",-4.78,38.50,1,,certain or very probable,El Guijo {Córdoba},,,El Guijo,Spain,Córdoba,,,,6 (?),500,599,6,550,6,n,,,,,,,,,,,,,cross,,,,,,,,,1,,,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27s [Pisc.]",,,,
576,574,,,,,Fraga,"Fraga, Spain",0.35,41.52,1,,certain or very probable,"Fraga {Huesca}, Villa Fortunatus",,,Fraga,Spain,Huesca,,,,6 (?),500,599,6,550,6,n,,Villa Fortunatus,,W,rectangle,,,,"N, S","N, S",,,rectangle,,,,,,,,,2,"N, S, E",30,n,,,y,4,"Schlunk/Hauschild 1978, 50, Abb. 27f [Pisc.]; 162, Abb. 94;  Ulbert 1978, 147, Abb. 60 [Pisc.]",,,,
577,575,,,,,Gerena,"Gerena, Spain",-6.15,37.52,1,,certain or very probable,Gerena {Sevilla}; Phase: 1,,,Gerena,Spain,Sevilla,,,,5 (Mitte?),425,474,5,450,5,n,,,,W,rectangle,,,,3 E,E,,MW,cross,,,,,,,,,2,"S, W",30,,,y,,,"Fernández Gómez u. a. 1987, 109ff., Fig. 4ff., bes. 110, Fig. 8 [Pisc.]; Palol in: ACA 11, 2005, Fig. 19.",,,,
578,576,,,,,Gerena,"Gerena, Spain",-6.15,37.52,1,,certain or very probable,Gerena {Sevilla}; Phase: 2,,,Gerena,Spain,Sevilla,,,,6 (Ende),575,599,6,587,6,,,,,W,rectangle,,,,3 E,E,,MW,cross,rectangle,,,,,"cross ~, rectangle irregular",,,,,35,,,y,,,"Fernández Gómez u. a. 1987, 109ff., Fig. 4ff., bes. 111, Fig. 9 [Pisc.]",,,,
579,577,,,,,Guarromán,"Guarromán, Spain",-3.68,38.18,1,,certain or very probable,"Guarromán (nördl. Bailén) {Jaén}, Gelände des Freibades",Bailén,,Guarromán,Spain,Jaén,,,,,unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,Outdoor swimming pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,578,,107,,,La Cocosa,"La Cocosa, Spain",-6.38,38.91,2,Mérida,certain or very probable,"La Cocosa (b. Mérida) {Badajoz}, römische villa",Mérida,,La Cocosa,Spain,Badajoz,,,,6/7,500,699,7,600,7,,,Roman villa,,S,rectangle,,,,"E, W","E, W",,M-S,rectangle,,,,,,,,,3,"E, W",57,,,,,,"Schlunk/Hauschild 1978, 12, Abb. 6;  Ulbert 1978, 149, Abb. 62a [Pisc.]",,,,
581,578a,,,,,Las Vegas de Pedrazza,"Las Vegas de Pedrazza, Spain",-3.87,41.13,2,"Pedrazza; Real Posada de las Vegas 8,1 km",certain or very probable,"Las Vegas de Pedrazza {Segovia}, Santiuste; Phase: 1",,,Las Vegas de Perazza,Spain,Segovia,,,,5 (?),400,499,5,450,5,n,,,Santiuste,SW,rectangle,,,,,,,M,rectangle,,,,,,,,,3,"E, W",120,n,,,,,"Izquierdo Bertiz 1977, 308 f., Fig. 1f",,,,
582,578b,,,,,Las Vegas de Pedrazza,"Las Vegas de Pedrazza, Spain",-3.87,41.13,2,"Pedrazza; Real Posada de las Vegas 8,1 km",certain or very probable,"Las Vegas de Pedrazza {Segovia}, Santiuste; Phase: 2",,,Las Vegas de Perazza,Spain,Segovia,,,,6/7 (?),500,699,7,600,7,n,,,Santiuste,SW,rectangle,,,,,,,M,rectangle,cross,,,,,cross ~,1,,3,"E, W",120,n,,,,,"Izquierdo Bertiz 1977, 308 f., Fig. 1f",,,,
583,579,"367, 378",,,,Porto Cristo,"Porto Cristo, Spain",3.33,39.54,1,,certain or very probable,"Mallorca - Porto Cristo {Baleares}, Sa Carrotja",,,Porto Cristo,Spain,,Mallorca,,,6,500,599,6,550,6,,,,Sa Carrotja,W,rectangle,,,,W,,E,M,cross,,,,,,,,,3,"W, N, S, E",45,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27u [Pisc.]; 77, Abb. 57",,,,
584,579a,,,,,Son Fadrinet,"Son Fadrinet, Spain",3.07,39.43,1,,certain or very probable,Mallorca - Son Fadrinet (b. Campos) {Baleares},Campos,,Son Fadrinet,Spain,,Mallorca,,,,unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,,,,,,,,,,,,,cross,,,,,,,,,,,,,,,,,,,,,
585,580,"368, 381",,,,Son Peretó,"Son Peretó, Spain",3.21,39.57,2,Manacor,certain or very probable,Mallorca - Son Peretó (b. Manacor) {Baleares}; Phase: 1,Manacor,,Son Peretó,Spain,,Mallorca,,,6 (2. H.),550,599,6,575,6,,,,,W,rectangle,,,,E,E,,M,cross,,,,,,,,,2,"E, W",55,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27p [Pisc.]; 76, Abb. 56;  Ulbert 1978, 146, Abb. 59; Jernigan 1981, 190ff.; Godoy Fernández in: ACA 11, 630, Fig. 11; Palol in: ACA 11, 1989, Fig. 10; Ramos Saínz 1994, 107, Lám. 3",,,,
586,581,,,,,Son Peretó,"Son Peretó, Spain",3.21,39.57,2,Manacor,certain or very probable,Mallorca - Son Peretó (b. Manacor) {Baleares}; Phase: 2,Manacor,,Son Peretó,Spain,,Mallorca,,,6/7,500,699,7,600,7,,,,,W,rectangle,,,,E,E,,ME,oval,,,,,,oval-cross;open access in oval,,,4,"E, W",105,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27p [Pisc.]; 76, Abb. 56;  Ulbert 1978, 146, Abb. 59; Jernigan 1981, 190, Fig. 30; Palol in: ACA 11, 1989, Fig. 10",,,https://cs.wikipedia.org/wiki/Manacor,
587,582,,,,,Martos,"Martos, Spain",-3.97,37.72,1,,certain or very probable,Martos (Tucci/Colonia Augusta Gemella) {Córdoba},Tucci,Colonia Augusta Gemella,Martos,Spain,Córdoba,,,,6 (1. H.?),500,549,6,525,6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,6,"Recio Veganzones in: ACA 11, Fig. 6 [Rek.]",,,,
